table_name,table_type,column_name,data_type,character_maximum_length,column_default,is_nullable,constraint_name,constraint_type,key_column,foreign_table_name,foreign_column_name
users,BASE TABLE,profile_image_url,character varying,255,null,YES,users_pkey,PRIMARY KEY,id,users,id
users,BASE TABLE,profile_image_url,character varying,255,null,YES,439_442_5_not_null,CHECK,null,null,null
users,BASE TABLE,profile_image_url,character varying,255,null,YES,439_442_4_not_null,CHECK,null,null,null
users,BASE TABLE,profile_image_url,character varying,255,null,YES,439_442_3_not_null,CHECK,null,null,null
users,BASE TABLE,profile_image_url,character varying,255,null,YES,439_442_2_not_null,CHECK,null,null,null
users,BASE TABLE,profile_image_url,character varying,255,null,YES,439_442_1_not_null,CHECK,null,null,null
users,BASE TABLE,profile_image_url,character varying,255,null,YES,valid_phone_number,CHECK,null,users,phone_number
users,BASE TABLE,profile_image_url,character varying,255,null,YES,users_email_key,UNIQUE,email,users,email
users,BASE TABLE,created_at,timestamp without time zone,null,current_timestamp(),YES,users_email_key,UNIQUE,email,users,email
users,BASE TABLE,created_at,timestamp without time zone,null,current_timestamp(),YES,users_username_key,UNIQUE,username,users,username
users,BASE TABLE,created_at,timestamp without time zone,null,current_timestamp(),YES,439_442_5_not_null,CHECK,null,null,null
users,BASE TABLE,created_at,timestamp without time zone,null,current_timestamp(),YES,439_442_4_not_null,CHECK,null,null,null
users,BASE TABLE,created_at,timestamp without time zone,null,current_timestamp(),YES,439_442_3_not_null,CHECK,null,null,null
users,BASE TABLE,created_at,timestamp without time zone,null,current_timestamp(),YES,439_442_2_not_null,CHECK,null,null,null
users,BASE TABLE,created_at,timestamp without time zone,null,current_timestamp(),YES,439_442_1_not_null,CHECK,null,null,null
users,BASE TABLE,created_at,timestamp without time zone,null,current_timestamp(),YES,valid_phone_number,CHECK,null,users,phone_number
users,BASE TABLE,created_at,timestamp without time zone,null,current_timestamp(),YES,users_pkey,PRIMARY KEY,id,users,id
users,BASE TABLE,phone_number,character varying,20,null,YES,users_username_key,UNIQUE,username,users,username
users,BASE TABLE,phone_number,character varying,20,null,YES,users_pkey,PRIMARY KEY,id,users,id
users,BASE TABLE,phone_number,character varying,20,null,YES,439_442_5_not_null,CHECK,null,null,null
users,BASE TABLE,phone_number,character varying,20,null,YES,439_442_4_not_null,CHECK,null,null,null
users,BASE TABLE,phone_number,character varying,20,null,YES,439_442_3_not_null,CHECK,null,null,null
users,BASE TABLE,phone_number,character varying,20,null,YES,439_442_2_not_null,CHECK,null,null,null
users,BASE TABLE,phone_number,character varying,20,null,YES,439_442_1_not_null,CHECK,null,null,null
users,BASE TABLE,phone_number,character varying,20,null,YES,valid_phone_number,CHECK,null,users,phone_number
users,BASE TABLE,phone_number,character varying,20,null,YES,users_email_key,UNIQUE,email,users,email
users,BASE TABLE,profile_bio,text,null,null,YES,439_442_2_not_null,CHECK,null,null,null
users,BASE TABLE,profile_bio,text,null,null,YES,users_pkey,PRIMARY KEY,id,users,id
users,BASE TABLE,profile_bio,text,null,null,YES,439_442_5_not_null,CHECK,null,null,null
users,BASE TABLE,profile_bio,text,null,null,YES,439_442_4_not_null,CHECK,null,null,null
users,BASE TABLE,profile_bio,text,null,null,YES,439_442_3_not_null,CHECK,null,null,null
users,BASE TABLE,profile_bio,text,null,null,YES,439_442_1_not_null,CHECK,null,null,null
users,BASE TABLE,profile_bio,text,null,null,YES,valid_phone_number,CHECK,null,users,phone_number
users,BASE TABLE,profile_bio,text,null,null,YES,users_email_key,UNIQUE,email,users,email
users,BASE TABLE,profile_bio,text,null,null,YES,users_username_key,UNIQUE,username,users,username
users,BASE TABLE,address,text,null,null,YES,439_442_2_not_null,CHECK,null,null,null
users,BASE TABLE,address,text,null,null,YES,439_442_5_not_null,CHECK,null,null,null
users,BASE TABLE,address,text,null,null,YES,439_442_4_not_null,CHECK,null,null,null
users,BASE TABLE,address,text,null,null,YES,439_442_3_not_null,CHECK,null,null,null
users,BASE TABLE,address,text,null,null,YES,users_pkey,PRIMARY KEY,id,users,id
users,BASE TABLE,address,text,null,null,YES,439_442_1_not_null,CHECK,null,null,null
users,BASE TABLE,address,text,null,null,YES,valid_phone_number,CHECK,null,users,phone_number
users,BASE TABLE,address,text,null,null,YES,users_email_key,UNIQUE,email,users,email
users,BASE TABLE,address,text,null,null,YES,users_username_key,UNIQUE,username,users,username
users,BASE TABLE,location,character varying,255,null,YES,users_pkey,PRIMARY KEY,id,users,id
users,BASE TABLE,location,character varying,255,null,YES,439_442_5_not_null,CHECK,null,null,null
users,BASE TABLE,location,character varying,255,null,YES,439_442_4_not_null,CHECK,null,null,null
users,BASE TABLE,location,character varying,255,null,YES,439_442_3_not_null,CHECK,null,null,null
users,BASE TABLE,location,character varying,255,null,YES,439_442_2_not_null,CHECK,null,null,null
users,BASE TABLE,location,character varying,255,null,YES,439_442_1_not_null,CHECK,null,null,null
users,BASE TABLE,location,character varying,255,null,YES,valid_phone_number,CHECK,null,users,phone_number
users,BASE TABLE,location,character varying,255,null,YES,users_email_key,UNIQUE,email,users,email
users,BASE TABLE,location,character varying,255,null,YES,users_username_key,UNIQUE,username,users,username
